Academic_Reputation,Citations_per_Pape,Employer_Reputation,H_index_Citations,Overall_score,Ranking,Region,University_Name
97.9,88.3,60.4,88.2,93.2,2,United States,University of Massachusetts Amherst
90.6,93.9,100,100,92.2,3,United States,Harvard University
,,,,,4,,
,,,,,5,,
,,,,,6,,
88.3,93.9,91.8,97.5,89.4,7,United States,Stanford University
89,89,89.8,91.6,89.2,8,United States,"University of California, Berkeley (UCB)"
87.1,89.1,84.4,91.6,87.2,9,United States,"University of California, Los Angeles (UCLA)"
88,81.3,91.6,67.4,87,10,China,Peking University
85.1,77.4,90.2,79.7,85,11,Hong Kong,The University of Hong Kong
84.7,90.3,75.7,92.7,84.5,12,United States,University of Pennsylvania
88,89.2,45.2,95.7,84.2,13,United States,"University of Maryland, College Park"
84.4,85.1,70,93.7,83.5,14,Netherlands,University of Amsterdam
,,,,,15,,
,,,,,16,,
82.5,80.6,88,72.1,82.4,17,Japan,The University of Tokyo
82.7,52.1,98.4,50.4,81.1,18,Russia,Lomonosov Moscow State University
80.2,82.1,83,81.3,80.6,19,United States,University of Chicago
79.1,86.5,78.9,91.6,80.1,20,Canada,University of Toronto
79.2,81.3,84.3,79.7,79.8,21,Singapore,National University of Singapore (NUS)
80.9,84.4,56.1,90.5,79.1,22,United States,The Ohio State University
80.6,73.8,67.9,79.7,78.9,23,Netherlands,Leiden University
78.3,82.3,77.9,85.6,78.8,24,Australia,墨尔本大学The University of Melbourne
78.1,86.8,73.2,92.7,78.8,24,United States,University of Texas at Austin
77.7,77.7,84.5,78,78.4,26,Hong Kong,City University of Hong Kong
78.3,74.8,80.4,74.2,78.1,27,Australia,澳大利亚国立大学The Australian National University
78.1,86.7,63.9,93.7,77.9,28,United States,University of Illinois at Urbana-Champaign
79.1,86.8,58.6,85.6,77.8,29,United States,Georgetown University
76.7,70.6,89,64.8,77,30,South Korea,Seoul National University
77.2,74.6,78.5,72.1,76.9,31,Austria,University of Vienna
75.7,87.9,76.6,85.6,76.9,31,Canada,University of British Columbia
77.2,76.3,77.1,67.4,76.7,33,Germany,Humboldt-Universität zu Berlin
76.8,75.1,72.3,78,76.3,34,Finland,University of Helsinki
74.5,76,88.7,78,76.2,35,Hong Kong,The Chinese University of Hong Kong (CUHK)
78.8,83.9,41,89.4,75.8,36,United States,University of Connecticut
,,,,,37,,
72.8,87.3,77.8,93.7,75.1,38,Canada,McGill University
75,69.4,87.5,54.7,75,39,Taiwan,National Taiwan University (NTU)
74.1,72.8,82.5,74.2,74.9,40,Hong Kong,The Hong Kong Polytechnic University
,,,,,40,,
72.8,86,76.3,90.5,74.7,42,United States,New York University (NYU)
71.8,82.1,80.4,85.6,73.9,43,Australia,悉尼大学The University of Sydney
73.2,96.1,55.9,98.3,73.9,43,United States,"University of California, San Diego (UCSD)"
71.3,86.1,80.7,90.5,73.9,43,United States,University of Michigan
72.7,82,74.8,81.3,73.8,46,Sweden,Stockholm University
74.9,85.9,49.9,88.2,73.6,47,United States,"University of California, Santa Barbara (UCSB)"
72.5,78.9,78.2,74.2,73.5,48,Singapore,"Nanyang Technological University, Singapore (NTU)"
70.5,92,79,88.2,73.3,49,United States,Cornell University
71.1,79.7,79.9,84.3,73.1,50,Switzerland,University of Zurich
,,,,,1,,
100,83.7,57.5,92.5,92.9,1,United States,"University of North Carolina, Chapel Hill"
98,86.2,61.8,100,92.7,3,United States,University of Illinois at Urbana-Champaign
93.8,80.4,75.7,83,89.4,4,Canada,University of British Columbia
93.7,86.9,57.4,92.5,89,5,United States,Indiana University Bloomington
80.5,99.6,89.3,94.8,85,6,United States,"University of California, Berkeley (UCB)"
85.9,87.6,62.3,88.7,83.9,7,United States,University of Washington
,,,,,8,,
82.9,100,44.3,94.8,82.2,9,United States,University of Pittsburgh
79.2,85.6,86.2,86,81.2,10,United States,"University of California, Los Angeles (UCLA)"
80.7,82,75.2,90,80.8,11,Canada,McGill University
78,87.9,82.6,95.9,80.8,11,Canada,University of Toronto
81.9,83.2,59.8,83,79.9,13,United States,Rutgers University - New Brunswick
84.2,81.3,41,90,79.7,14,United States,Syracuse University
76.3,93.8,67.7,98,79.2,15,United States,University of Texas at Austin
76.5,88.1,72.8,88.7,78.5,16,United States,University of Michigan
75.4,93.2,62.5,91.3,77.6,17,United States,University of Southern California
73.8,90.3,77.6,87.4,77.3,18,Singapore,"Nanyang Technological University, Singapore (NTU)"
75.4,75.4,85.1,74,76.3,19,Taiwan,National Taiwan University (NTU)
75.7,71.4,85.1,77.9,76.1,20,Australia,皇家墨尔本理工大学Royal Melbourne Institute of Technology University
74.4,78.1,62.7,86,74.4,21,Canada,The University of Western Ontario
72.7,74,77.3,77.9,73.6,22,Spain,Universidad Carlos III de Madrid (UC3M)
76.7,53,91.6,52,73.4,23,Japan,The University of Tokyo
67.4,81.1,89.7,90,72.8,24,Malaysia,Universiti Malaya (UM)
70.8,83.8,56.6,87.4,72.2,25,United States,The University of Arizona
69.9,83.2,64.7,84.5,72.1,26,Netherlands,University of Amsterdam
68.5,85.5,66.3,91.3,72,27,United States,University of Wisconsin-Madison
70,72.7,63.8,83,70.4,28,United States,Drexel University
74.6,50.1,73.8,55.7,69.9,29,Taiwan,National Taiwan Normal University
64.5,74.4,93.1,76,69.4,30,China,Peking University
62.7,85.5,81.9,83,69.1,31,United States,Cornell University
,,,,,32,,
67.3,57.6,86.9,67.3,67.8,33,Italy,Sapienza University of Rome
66.6,69.7,73.7,64.8,67.7,34,China,Nanjing University
,,,,,35,,
70,54.4,69.8,55.7,66.9,35,Germany,Humboldt-Universität zu Berlin
70,54.8,60,64.8,66.5,37,Japan,University of Tsukuba
61.4,76.7,69.8,76,65.3,38,Belgium,KU Leuven
62.1,75.9,51.5,81.4,64.1,39,United States,Florida State University
60.8,61.1,85.5,74,64,40,New Zealand,Victoria University of Wellington
61.3,68.5,76.2,59,63.8,41,Taiwan,National Chiao Tung University
62.3,62.4,71.9,69.7,63.6,42,South Korea,Sungkyunkwan University (SKKU)
56.9,71.9,88.5,71.9,63.1,43,China,Fudan University
55.9,69.1,100,71.9,63.1,43,Australia,蒙纳士大学Monash University
,,,,,43,,
,,,,,43,,
58.3,66.7,85.9,69.7,62.9,47,South Korea,Seoul National University
60.6,74.1,56,76,62.9,47,Canada,Université de Montréal
,,,,,49,,
64.3,64.4,42.2,69.7,62.4,50,Finland,University of Tampere
100,98.1,100,100,99.9,1,United States,Harvard University
,,,,,2,,
,,,,,3,,
95.6,100,88.4,95,93.6,4,United States,Yale University
91.3,97.7,93,91.8,92.2,5,United States,Stanford University
94.8,98.1,78.7,94,90,6,United States,New York University (NYU)
91.6,95.1,84.6,89.5,89.4,7,United States,"University of California, Berkeley (UCB)"
87.4,88.4,98.9,76.8,89.3,8,Australia,墨尔本大学The University of Melbourne
,,,,,9,,
89.8,93.1,84.2,82.7,87.2,10,United States,Columbia University
87.5,98.1,79,90.1,85.9,11,United States,University of Chicago
82.7,87.9,91.2,75.8,84.5,12,Australia,澳大利亚国立大学The Australian National University
,,,,,12,,
82.6,82.6,95.9,68,84.4,14,Australia,悉尼大学The University of Sydney
85.8,82,91,66.7,84.3,15,Singapore,National University of Singapore (NUS)
81.2,86.8,93.7,73.8,84.1,16,Australia,The University of New South Wales (UNSW Sydney)
85,97.4,72.3,90.1,82.6,17,United States,Georgetown University
83.4,87.1,81,79.5,82.3,18,Canada,University of Toronto
84.5,80.1,87.2,65.3,82.2,19,Hong Kong,The University of Hong Kong
,,,,,20,,
83.2,82.2,90.3,55.2,81.1,21,China,Peking University
85,64.5,92.4,45.6,80.3,22,Japan,The University of Tokyo
83,86.8,79.5,69.3,80.1,23,Canada,McGill University
75.6,92.9,85.4,79.5,80,24,United States,"University of California, Los Angeles (UCLA)"
,,,,,25,,
70.8,86.3,93.1,75.8,79,26,Australia,蒙纳士大学Monash University
77.1,93.9,74.4,85.7,78.4,27,United States,University of Michigan
71.2,93.8,82.2,87.7,78.1,28,United States,University of Pennsylvania
75.6,83.6,88,63.8,78,29,New Zealand,The University of Auckland
86.1,71.8,78,48.3,77.3,30,France,Université Paris 1 Panthéon-Sorbonne
76.7,91,77.9,73.8,77.3,30,Canada,University of British Columbia
85.7,89,60.3,77.7,77,32,Netherlands,Leiden University
77.7,80.1,86.9,50.8,76.5,33,China,Tsinghua University
75.4,91.7,74,79.5,76.4,34,United States,Cornell University
,,,,,34,,
67.8,91.2,87.6,76.8,76.3,36,Australia,昆士兰大学The University of Queensland
79.3,68.8,84.9,50.8,76.2,37,Mexico,Universidad Nacional Autónoma de México (UNAM)
77.4,76.6,81.3,59,75.8,38,New Zealand,Victoria University of Wellington
75.9,78.9,86.9,48.3,75.2,39,South Korea,Seoul National University
74.7,80.7,82.8,59,75.1,40,Hong Kong,The Chinese University of Hong Kong (CUHK)
70.8,82.6,89.9,57.1,75.1,40,Australia,University of Technology Sydney
77.9,85.6,69.4,72.7,75,42,Belgium,KU Leuven
75.4,83.8,80.1,59,74.8,43,Taiwan,National Taiwan University (NTU)
77.4,70.7,82.1,50.8,74.5,44,Chile,Pontificia Universidad Católica de Chile (UC)
70.8,95.3,70.2,87,74.3,45,United States,Duke University
82.5,74.8,69.5,55.2,74.1,46,Germany,Humboldt-Universität zu Berlin
,,,,,47,,
76.5,86.5,65.8,76.8,73.8,48,Netherlands,University of Amsterdam
83.7,76.7,70.5,45.6,73.7,49,Germany,Ludwig-Maximilians-Universität München
75.2,78.2,80.3,53.1,73.6,50,Brazil,Universidade de São Paulo
100,,71,,90.7,1,United States,University of Nevada - Las Vegas
92.8,,95.5,,88.6,2,Switzerland,Ecole hôtelière de Lausanne
89.6,74.1,60.9,,84.5,3,Hong Kong,The Hong Kong Polytechnic University
,,,,,4,,
80.7,,100,,79.6,5,Switzerland,Glion Institute of Higher Education
81,,94.9,,79,6,Switzerland,Les Roches International School of Hotel Management
80.6,,77.7,,76.1,7,Switzerland,Swiss Hotel Management School
,,,,,8,,
79.2,77,55.5,,75.5,9,United States,Cornell University
82.1,77.1,38.7,,75.3,10,United States,Virginia Polytechnic Institute and State University
80.4,69.5,46.6,,74.8,11,Australia,格里菲斯大学Griffith University
82,66.4,33.7,,74,12,United States,Pennsylvania State University
79.6,68,42.3,,73.4,13,United States,Purdue University
79.2,,62.2,,72.7,14,Switzerland,HTMi - Hotel and Tourism Management Institute Switzerland
78.4,64.5,42.7,,72.4,15,United States,Texas A&M University
77.3,67.7,45.4,,72,16,Australia,昆士兰大学The University of Queensland
75.2,,77.1,,71.7,17,Switzerland,International Management Institute Switzerland
,,,,,18,,
75.1,68.8,38.6,,69.3,19,Canada,University of Waterloo
72.9,56.5,50.6,,68.7,20,United States,Michigan State University
69.9,48.2,66.5,,68.3,21,Malaysia,Taylor's University
69.9,69.2,51.5,,67.1,22,United States,University of Central Florida
,,,,,23,,
67.8,72.2,50.4,,65.4,24,Australia,蒙纳士大学Monash University
67.1,54.5,58.6,,65.2,25,Singapore,"Nanyang Technological University, Singapore (NTU)"
71.1,59.3,34,,64.9,26,Netherlands,NHTV Breda University of Applied Sciences
68.2,74.4,40.7,,64.4,27,New Zealand,University of Waikato
67.2,56.3,51.5,,64.3,28,New Zealand,Victoria University of Wellington
,,,,,29,,
68.6,64.8,39.5,,64,30,"Macao S.A.R., China",Institute for Tourism Studies
66.1,65.7,45.8,,63,31,United States,University of Florida
68.1,80.6,28.5,,62.8,32,United States,Kansas State University
63.1,72.7,57.2,,62.7,33,South Korea,Sejong University
,,,,,34,,
63.8,61.4,54.7,,62.3,35,New Zealand,Auckland University of Technology (AUT)
72.4,,28.9,,62.3,35,Switzerland,State Tourism and Hotel Management School (SSAT)
68.5,53.6,32.2,,62.3,35,United States,University of Illinois at Urbana-Champaign
65.9,64.3,39,,61.8,38,Australia,南十字星大学Southern Cross University
67.2,64.5,27.2,,61.1,39,Australia,詹姆士库克大学James Cook University
69.2,,35.9,,60.7,40,Colombia,Universidad Externado de Colombia
65,,54.7,,60.2,41,Russia,Lomonosov Moscow State University
60.5,74.2,54,,60.2,41,Hong Kong,The Chinese University of Hong Kong (CUHK)
64.6,74.6,31.6,,60.2,41,United States,Washington State University
,,,,,44,,
62.2,67.2,45.7,,60,44,Australia,南澳大学The University of South Australia
59.4,64.5,61,,59.9,46,"Macao S.A.R., China",University of Macau
68,54,16.5,,59.6,47,United States,North Carolina State University
59.8,,77.4,,59.5,48,Spain,"University College of Hospitality Management Sant Pol de Mar, Barcelona"
63.2,76,34.3,,59.5,48,Sweden,Lund University
59,73.6,56.2,,59.3,50,South Korea,Kyung Hee University
58.6,73.5,58,,59.3,50,South Korea,Yonsei University
99.3,93.7,98,100,98.4,1,United States,Harvard University
,,,,,2,,
,,,,,3,,
94.1,93.2,85.3,90.2,92.5,4,United States,"University of California, Berkeley (UCB)"
90.8,98,90.9,93.7,92.3,5,United States,Stanford University
94.4,88.6,86.6,84.8,91.3,6,United States,Yale University
,,,,,7,,
90.8,93.9,80.9,91.4,90.4,8,United States,Columbia University
94,90.4,83.1,80.3,90.3,9,United States,Princeton University
89.5,92.8,79.3,87.6,88.7,10,United States,University of Chicago
86.8,93.1,84.3,92.6,88.4,11,United States,"University of California, Los Angeles (UCLA)"
88.8,84,85.9,69.2,84.9,12,Australia,澳大利亚国立大学The Australian National University
84.8,92.9,63.2,87.6,84.3,13,United States,University of Wisconsin-Madison
80.9,89.5,85.2,87.6,83.6,14,Canada,University of Toronto
87,84.8,69.4,75.1,83.1,15,Netherlands,Leiden University
,,,,,15,,
,,,,,17,,
80.4,93.2,73.9,86.2,82.5,17,United States,University of Michigan
81.2,91.2,75,83.4,82.4,19,United States,University of Texas at Austin
,,,,,20,,
75.9,94.6,75.3,92.6,81.2,21,United States,University of Pennsylvania
86.6,75.6,87.1,59.5,80.9,22,Japan,The University of Tokyo
75.2,96.5,77.4,88.9,80.7,23,Canada,University of British Columbia
84.1,77.6,84.8,67,80.6,24,Singapore,National University of Singapore (NUS)
78.7,90.6,79.4,78.6,80.5,25,United States,Cornell University
77.8,86.8,86,78.6,80.1,26,Australia,悉尼大学The University of Sydney
75.2,89.7,84.1,86.2,79.9,27,United States,New York University (NYU)
86.5,72.2,86.2,50.2,78.9,28,China,Peking University
78.2,92.2,64,76.9,78.7,29,United States,Johns Hopkins University
87,71.4,82.9,50.2,78.7,29,Japan,Kyoto University
75.5,88.1,88.6,75.1,78.6,31,Australia,墨尔本大学The University of Melbourne
81.6,84.5,68.4,62.1,77.8,32,Germany,Humboldt-Universität zu Berlin
,,,,,33,,
74.4,89.3,66.8,84.8,77.4,34,Netherlands,University of Amsterdam
,,,,,35,,
71.5,90.5,81.4,81.9,76.9,36,Canada,McGill University
73.7,92.1,66.7,80.3,76.8,37,United States,Duke University
,,,,,37,,
80.3,77.4,71.5,64.6,76.6,39,Germany,Freie Universitaet Berlin
82.2,75.1,74.7,56.6,76.5,40,France,Université Paris 1 Panthéon-Sorbonne
,,,,,41,,
67.1,95.8,70.4,92.6,75.6,42,United States,Northwestern University
73.3,86.9,55.1,81.9,74.8,43,Netherlands,Utrecht University
71.4,88.6,70.3,76.9,74.7,44,United States,Brown University
71.2,85.8,68.2,80.3,74.5,45,Belgium,KU Leuven
73,83.7,70.8,71.3,74.1,46,Germany,Ludwig-Maximilians-Universität München
69.4,85.7,79.3,76.9,74,47,Australia,蒙纳士大学Monash University
73.1,88.8,57.7,73.2,73.9,48,United States,"University of North Carolina, Chapel Hill"
67.4,88.4,90.3,73.2,73.7,49,United States,Massachusetts Institute of Technology (MIT)
77.5,73.5,78,53.5,73.4,50,South Korea,Seoul National University
,,,,,1,,
,,,,,2,,
,,,,,3,,
96.2,89.8,74.7,96.9,93.2,4,Canada,University of British Columbia
97.6,88.2,82.9,87.1,93.1,5,United States,"University of California, Berkeley (UCB)"
,,,,,6,,
93.8,90.2,84,88.8,91.5,7,United States,"University of California, Los Angeles (UCLA)"
,,,,,8,,
88.4,83.8,81.7,90.4,87.3,9,Canada,University of Toronto
91,79.8,85.4,80.4,87.2,10,Singapore,National University of Singapore (NUS)
,,,,,11,,
88,81,82.8,85.3,86,12,Australia,澳大利亚国立大学The Australian National University
,,,,,13,,
86.6,86.9,67.9,85.3,84.6,14,Netherlands,University of Amsterdam
83.1,89.6,68.7,92,84,15,United States,University of Wisconsin-Madison
83.9,87.1,70.8,89.6,83.9,16,Sweden,Lund University
,,,,,17,,
83.2,82.5,85.9,84.4,83.5,18,Australia,墨尔本大学The University of Melbourne
89.1,73.9,88.4,66.1,83.3,19,Japan,The University of Tokyo
85.4,76.2,91,73.3,82.8,20,China,Peking University
,,,,,20,,
80.8,92.9,60.2,95.5,82.8,20,United States,University of Washington
86.7,78.9,82.3,70.6,82.7,23,Hong Kong,The University of Hong Kong
82.9,83.2,86.7,78.2,82.6,24,Australia,悉尼大学The University of Sydney
,,,,,25,,
,,,,,26,,
,,,,,26,,
84.6,81.5,77.7,74.6,81.9,28,Germany,Humboldt-Universität zu Berlin
83,81.2,78,79.3,81.7,29,New Zealand,The University of Auckland
78.9,89.5,68.4,90.4,81.2,30,Netherlands,Utrecht University
79.5,91.5,49.4,93.4,80.4,31,United States,University of Minnesota
,,,,,32,,
78.1,84.5,81.4,82.5,80.1,33,Canada,McGill University
77.9,84,78,85.3,79.9,34,Australia,昆士兰大学The University of Queensland
77.1,84.9,79.3,84.4,79.6,35,Belgium,KU Leuven
79.9,86.8,61.6,83.4,79.6,35,United States,The Ohio State University
,,,,,37,,
82.7,75.3,78.4,69.2,79.1,38,Hong Kong,The Chinese University of Hong Kong (CUHK)
74,87.3,82.3,88,78.9,39,Australia,蒙纳士大学Monash University
78.1,89,52.3,87.1,78.5,40,Sweden,Stockholm University
77,90.3,51.3,90.4,78.4,41,United States,Arizona State University
76.2,87.5,58.5,90.4,78.3,42,United States,"University of North Carolina, Chapel Hill"
86.4,61.3,71.1,66.1,78.1,43,France,Université Paris 1 Panthéon-Sorbonne
77.2,86.4,55.3,87.1,77.9,44,United States,Pennsylvania State University
81.8,68.7,73.5,67.7,76.9,45,United States,University of Chicago
,,,,,46,,
74.8,83,67.8,80.4,76.2,47,Finland,University of Helsinki
,,,,,48,,
74,82.4,70.2,78.2,75.5,49,South Africa,University of Cape Town
,,,,,49,,
100,94.8,87.9,96.8,96.7,1,United States,"University of California, Berkeley (UCB)"
96,98.5,94.2,96.5,96.6,2,United States,Stanford University
99.3,96,97.3,91.4,96.3,3,United States,Massachusetts Institute of Technology (MIT)
97.1,95.8,100,90.8,95.5,4,United States,Harvard University
,,,,,5,,
93.8,96.2,87.2,99.1,95.1,6,Switzerland,ETH Zurich - Swiss Federal Institute of Technology
,,,,,7,,
94.9,94.8,77.2,100,94.4,8,Netherlands,Wageningen University
,,,,,9,,
95.3,94.3,87.3,89.8,92.9,10,Singapore,National University of Singapore (NUS)
94.7,91.8,79.1,92.9,92,11,Canada,University of British Columbia
91.5,93.2,82.7,94.7,91.8,12,Australia,昆士兰大学The University of Queensland
93.2,93.6,74.2,93.8,91.6,13,United States,"University of California, Davis"
90.9,91.5,75.2,93.8,90.2,14,Netherlands,Delft University of Technology
88,93.1,90.7,90.5,90.2,14,Australia,The University of New South Wales (UNSW Sydney)
91.1,93.1,88.7,84.1,89.6,16,United States,"University of California, Los Angeles (UCLA)"
86.9,96.9,84.9,88.2,89.5,17,United States,Yale University
83.5,100,81,91.4,89.4,18,Singapore,"Nanyang Technological University, Singapore (NTU)"
89.6,96.5,78.1,85.7,89.2,19,United States,California Institute of Technology (Caltech)
87.8,93.6,82.6,89.8,89.2,19,United States,Cornell University
86.5,94.3,83,90.5,89.1,21,Australia,澳大利亚国立大学The Australian National University
86.1,91.9,90.6,89.8,88.9,22,Australia,墨尔本大学The University of Melbourne
85.8,94.2,73.8,94.4,88.9,22,United States,University of Washington
93.7,85.5,89.9,80.4,87.9,24,Japan,The University of Tokyo
81.6,90,88.8,95.7,87.9,24,China,Tsinghua University
82.9,91.5,89.6,91.1,87.8,26,China,Peking University
82,93.1,81.4,91.4,87.1,27,United States,University of Michigan
81.9,97.4,81.9,86.4,86.9,28,United States,Princeton University
80.7,97.4,66.7,92.9,86.5,29,United States,Duke University
82.9,92.7,83.3,87.5,86.5,29,Canada,McGill University
84.7,89.9,89.2,84.5,86.4,31,South Korea,Seoul National University
81.3,93,75.9,90.8,86.1,32,United States,University of Texas at Austin
84.4,92.1,67.7,89.5,85.9,33,Sweden,Lund University
82.8,95.9,54.2,93.5,85.9,33,Sweden,Stockholm University
82.4,91.8,85.3,85.7,85.9,33,Canada,University of Toronto
81,92.8,71.8,92.6,85.9,33,United States,University of Wisconsin-Madison
81.7,93.2,81.6,85.3,85.5,37,United States,Columbia University
73.5,99.7,80.4,92.6,85.5,37,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL)
77.6,94.6,69.7,94.4,85.3,39,Denmark,Technical University of Denmark
80.5,93.8,80.6,85.7,85.1,40,United States,Georgia Institute of Technology
84.5,88.2,72,88.2,85.1,40,United States,Texas A&M University
,,,,,40,,
78,91.7,79.3,91.4,84.9,43,United States,Pennsylvania State University
83.1,91,64.9,89.5,84.9,43,United States,University of Illinois at Urbana-Champaign
,,,,,43,,
78.2,96.2,68.9,90.2,84.8,46,Netherlands,Utrecht University
,,,,,47,,
,,,,,47,,
83.4,90.6,83,80.4,84.4,49,Hong Kong,The University of Hong Kong
78.1,94,68,91.1,84.3,50,United States,Arizona State University
80.6,92.5,68.5,88.2,84.3,50,Denmark,University of Copenhagen
,,,,,1,,
,,,,,2,,
98.2,82.6,99.7,,96.8,3,United States,Harvard University
95.2,100,87,,94.9,4,United States,"University of California, Berkeley (UCB)"
95.2,83.1,89.6,,93.4,5,United States,Yale University
92.9,92.6,94.3,,93,6,United States,Stanford University
92.1,90.9,84.6,,91.2,7,United States,Princeton University
91,86.4,81.8,,89.6,8,United States,Columbia University
90.3,85.8,85.5,,89.4,9,United States,"University of California, Los Angeles (UCLA)"
88.8,99.9,81.5,,89.2,10,United States,University of Chicago
,,,,,11,,
88.2,83.6,82.9,,87.2,12,Canada,University of Toronto
86.7,90.8,79.3,,86.4,13,United States,New York University (NYU)
,,,,,14,,
85.5,77.7,88.1,,85,15,Singapore,National University of Singapore (NUS)
84.3,98,76.1,,84.9,16,United States,Duke University
85.6,85.1,77.4,,84.7,17,United States,Cornell University
83.9,84.9,87.9,,84.4,18,Australia,悉尼大学The University of Sydney
84.8,73.4,89.7,,84.2,19,Australia,墨尔本大学The University of Melbourne
,,,,,20,,
81.9,89.3,80.4,,82.5,21,United States,University of Michigan
83.6,65.1,85.8,,82,22,Hong Kong,The University of Hong Kong
80.4,80.5,94.2,,81.8,23,United States,Massachusetts Institute of Technology (MIT)
81.8,84.8,78.4,,81.8,23,United States,University of Pennsylvania
,,,,,25,,
80.9,81.8,82,,81.1,26,Australia,澳大利亚国立大学The Australian National University
,,,,,27,,
81.6,75.6,78,,80.6,28,Ireland,"Trinity College Dublin, The University of Dublin"
,,,,,29,,
81.1,73.9,80.3,,80.3,29,Canada,University of British Columbia
79.6,75.6,80,,79.2,31,New Zealand,The University of Auckland
,,,,,32,,
77.4,85.2,73.4,,77.8,33,United States,Brown University
,,,,,34,,
,,,,,35,,
76.1,83.8,78.4,,77.1,36,Canada,McGill University
77,61.2,93,,77,37,China,Peking University
76.7,81.6,73.6,,76.9,38,Netherlands,University of Amsterdam
73.4,94.2,85.7,,76.7,39,Australia,The University of New South Wales (UNSW Sydney)
,,,,,39,,
77.5,75.6,71.2,,76.7,39,United States,University of Texas at Austin
,,,,,42,,
,,,,,43,,
81,20,91.6,,76,44,Japan,The University of Tokyo
,,,,,45,,
74.6,96,65.9,,75.9,45,United States,University of Virginia
75.6,73.5,74.4,,75.3,47,Germany,Freie Universitaet Berlin
74.4,72.5,84.6,,75.2,48,Australia,蒙纳士大学Monash University
74.3,90.8,64.7,,75,49,United States,Johns Hopkins University
76.4,62.5,72.2,,74.6,50,Germany,Humboldt-Universität zu Berlin
74.1,82.4,71,,74.6,50,United States,University of Wisconsin-Madison
100,86.1,81.7,82.1,91.6,1,United States,Colorado School of Mines
60,96,82.7,100,75.9,2,Australia,科廷大学Curtin University
65.8,92.2,81,86.1,75.8,3,Canada,McGill University
67,88.7,71.7,75.5,72.5,4,Germany,Technische Universität Bergakademie Freiberg
60.8,95.2,67.1,94,72.2,5,United States,Pennsylvania State University
61.7,88.6,81,76.9,71.9,6,Canada,Queen's University at Kingston
52.2,94,82.2,99.3,71.5,7,Australia,西澳大学The University of Western Australia
59.9,90.5,77.5,80.3,71.1,8,Chile,Universidad de Chile
53.2,88.8,86.3,82.7,69.6,9,Australia,The University of New South Wales (UNSW Sydney)
53.9,87.2,86.3,81.5,69.5,10,Australia,昆士兰大学The University of Queensland
54.9,91.1,76.3,85,69.1,11,Canada,University of British Columbia
57.1,97.5,54,96.4,68.4,12,United States,The University of Arizona
42.4,95.5,89,83.9,65.9,13,Australia,墨尔本大学The University of Melbourne
49.8,89.6,69.2,90.5,65.8,14,Canada,University of Alberta
52.2,87.7,74.2,76.2,65.5,15,South Africa,University of Witwatersrand
,,,,,16,,
72.2,39.3,100,22,65.3,16,Russia,Saint-Petersburg Mining University
47.3,93.2,73.4,86.6,65.3,16,Australia,阿德莱德大学University of Adelaide
59.1,80.2,54,85.5,65.2,19,China,China University of Mining and Technology
51.5,87.1,75.5,73.2,64.9,20,Germany,RWTH Aachen University
52.5,88.8,65.3,76.9,64.2,21,Canada,Laval University
48.7,86.2,72.7,82.1,64.1,22,Mexico,Universidad Nacional Autónoma de México (UNAM)
49.3,80.9,80.8,74,64,23,Japan,Kyushu University
46.5,90.6,73.7,79.6,63.5,24,Australia,伍伦贡大学The University of Wollongong
39.5,94.4,80.2,89.1,63.3,25,Canada,University of Toronto
61.2,87.1,37.5,77.6,62.8,26,United States,University of Utah
46,88.9,57.1,86.6,60.7,27,United States,Virginia Polytechnic Institute and State University
47,79.8,67.9,64,58.7,28,Chile,Universidad de Concepción
57.5,75.2,47.2,59.5,58.4,29,India,"INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES), DHANBAD"
55.1,43.8,98.8,29.1,58.2,30,Russia,The National University of Science and Technology MISIS
38.1,86.3,73.7,76.2,58.2,30,Australia,纽卡斯尔大学University of Newcastle
43.6,71.4,85.7,56.9,58.2,30,Japan,Waseda University
36.7,83.9,73.7,81.5,57.9,33,Brazil,Universidade de São Paulo
35.6,94.5,55.9,97.9,57.8,34,United States,University of Colorado Boulder
53.1,73.9,52,64,57.6,35,Poland,AGH University of Science and Technology
40.5,83.4,66.3,76.2,57.5,36,Turkey,Istanbul Technical University
40.5,90.2,59.8,77.6,57.4,37,Germany,Ruhr-Universität Bochum
35.7,88.7,69.9,81.5,57.4,37,United States,University of Illinois at Urbana-Champaign
49.9,74.6,51.5,72.4,57.3,39,China,Central South University
35.8,85.5,76,74.7,57.1,40,India,Indian Institute of Technology Kharagpur (IIT-KGP)
46.8,63.1,83.9,49.5,57.1,40,Saudi Arabia,King Fahd University of Petroleum & Minerals
,,,,,42,,
23.1,95.6,79.6,98.2,56.5,43,China,Nanjing University
43.1,72.7,75.5,59.5,56.5,43,Malaysia,Universiti Sains Malaysia (USM)
34.1,80.4,81.2,74,56.5,43,China,Wuhan University
49.3,74.7,51.9,68,56.4,46,China,University of Science and Technology Beijing
41.5,71.2,81.7,56.9,56.3,47,Malaysia,Universiti Malaya (UM)
48.4,64.7,72.6,51.2,56.1,48,Thailand,Chulalongkorn University
34,82.3,81.2,69.8,56.1,48,Taiwan,National Cheng Kung University (NCKU)
33.6,89.3,69.2,79,55.9,50,Canada,The University of Western Ontario
100,92.7,100,100,98.9,1,United States,Massachusetts Institute of Technology (MIT)
